"0","Classic Pancakes","""[""""1 1/2 c. all-purpose flour"""""," """"3 1/2 tsp. baking powder"""""," """"1 tsp. salt"," """"1 Tbsp. white sugar"," """"1 1/4 c. milk"""""
"166","Boiled Eggs with Mushrooms","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. mushrooms"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Boiled style, adding mushrooms towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/166","Generated","[""eggs"", ""milk"", ""mushrooms"", ""butter"", ""salt"", ""pepper""]"
"167","Poached Egg Wrap with Cheddar","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded cheddar"", ""1/4 c. Poached eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/167","Generated","[""flour tortilla"", ""eggs"", ""cheddar""]"
"168","Loaded Rye Toast with Almond Butter (75)","[""2 slices rye"", ""2 Tbsp. almond butter"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/168","Generated","[""rye"", ""almond_butter"", ""berries""]"
"169","Fried Eggs with Ham","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. ham"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding ham towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/169","Generated","[""eggs"", ""milk"", ""ham"", ""butter"", ""salt"", ""pepper""]"
"170","Mango Spinach (For Green Smoothie) Smoothie","[""1/2 c. frozen mango"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. almond milk"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/170","Generated","[""mango"", ""spinach (for green smoothie)"", ""almond milk"", ""protein powder""]"
"171","Pecans Pancakes (26)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/171","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"172","Salty Canadian Bacon (22)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/172","Generated","[""Canadian bacon""]"
"173","Salty Sausage Patties (33)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/173","Generated","[""sausage patties""]"
"174","Chocolate Chips Waffles (78)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/174","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"175","Salty Bacon (83)","[""1/2 lb. bacon""]","[""Cook bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/175","Generated","[""bacon""]"
"176","Salty Canadian Bacon (51)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/176","Generated","[""Canadian bacon""]"
"177","Salty Sausage Patties (51)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/177","Generated","[""sausage patties""]"
"178","Loaded Rye Toast with Peanut Butter (41)","[""2 slices rye"", ""2 Tbsp. peanut butter"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/178","Generated","[""rye"", ""peanut_butter"", ""honey_drizzle""]"
"179","Quick Apple and Pecans Oatmeal","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. pecans"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, pecans, and honey. Serve warm.""]","www.example-breakfast.com/recipe/179","Generated","[""rolled oats"", ""water"", ""apple"", ""pecans"", ""honey""]"
"180","Boiled Egg Wrap with Feta","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded feta"", ""1/4 c. Boiled eggs"", ""2 Tbsp. diced spinach""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/180","Generated","[""flour tortilla"", ""eggs"", ""feta"", ""spinach""]"
"181","Poached Egg Wrap with Feta (35)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded feta"", ""1/4 c. Poached eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/181","Generated","[""flour tortilla"", ""eggs"", ""feta""]"
"182","Pecans Pancakes (23)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/182","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"183","Loaded White Bread Toast with Jam","[""2 slices white bread"", ""2 Tbsp. jam"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/183","Generated","[""white_bread"", ""jam"", ""honey_drizzle""]"
"184","Loaded Rye Toast with Jam (57)","[""2 slices rye"", ""2 Tbsp. jam"", ""1/4 c. sliced banana""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with sliced banana.""]","www.example-breakfast.com/recipe/184","Generated","[""rye"", ""jam"", ""sliced_banana""]"
"185","Salty Bacon (69)","[""1/2 lb. bacon""]","[""Cook bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/185","Generated","[""bacon""]"
"186","Loaded Sourdough Toast with Almond Butter","[""2 slices sourdough"", ""2 Tbsp. almond butter"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/186","Generated","[""sourdough"", ""almond_butter"", ""berries""]"
"187","Blueberry Mango Smoothie (4)","[""1/2 c. frozen blueberry"", ""1/2 c. frozen mango"", ""1 c. oat milk"", ""1 Tbsp. flax seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/187","Generated","[""blueberry"", ""mango"", ""oat milk"", ""flax seeds""]"
"188","Loaded Whole Wheat Toast with Jam (27)","[""2 slices whole wheat"", ""2 Tbsp. jam"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/188","Generated","[""whole_wheat"", ""jam"", ""berries""]"
"189","Fried Egg Wrap with Feta (84)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded feta"", ""1/4 c. Fried eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/189","Generated","[""flour tortilla"", ""eggs"", ""feta""]"
"190","Blueberry Spinach (For Green Smoothie) Smoothie","[""1/2 c. frozen blueberry"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. yogurt""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/190","Generated","[""blueberry"", ""spinach (for green smoothie)"", ""yogurt""]"
"191","Poached Eggs with Bell Peppers (85)","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. bell peppers"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/191","Generated","[""eggs"", ""white vinegar"", ""bell peppers"", ""butter"", ""salt"", ""pepper""]"
"192","Quick Banana and Almonds Oatmeal (29)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. almonds"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, almonds, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/192","Generated","[""rolled oats"", ""water"", ""banana"", ""almonds"", ""brown sugar""]"
"193","Salty Sausage Patties (1)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/193","Generated","[""sausage patties""]"
"194","Strawberry Spinach (For Green Smoothie) Smoothie (75)","[""1/2 c. frozen strawberry"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. yogurt""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/194","Generated","[""strawberry"", ""spinach (for green smoothie)"", ""yogurt""]"
"195","Pecans Pancakes (83)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/195","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"196","Spinach (For Green Smoothie) Blueberry Smoothie (76)","[""1/2 c. frozen spinach (for green smoothie)"", ""1/2 c. frozen blueberry"", ""1 c. almond milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/196","Generated","[""spinach (for green smoothie)"", ""blueberry"", ""almond milk""]"
"197","Quick Apple and Walnuts Oatmeal","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. walnuts"", ""1 Tbsp. maple syrup""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, walnuts, and maple syrup. Serve warm.""]","www.example-breakfast.com/recipe/197","Generated","[""rolled oats"", ""water"", ""apple"", ""walnuts"", ""maple syrup""]"
"198","Salty Sausage Patties (6)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/198","Generated","[""sausage patties""]"
"199","Loaded Whole Wheat Toast with Peanut Butter (25)","[""2 slices whole wheat"", ""2 Tbsp. peanut butter"", ""1/4 c. cinnamon""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with cinnamon.""]","www.example-breakfast.com/recipe/199","Generated","[""whole_wheat"", ""peanut_butter"", ""cinnamon""]"
"200","Fried Eggs with Cheese","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. cheese"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding cheese towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/200","Generated","[""eggs"", ""milk"", ""cheese"", ""butter"", ""salt"", ""pepper""]"
"201","Scrambled Eggs with Onions","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. onions"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Scrambled style, adding onions towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/201","Generated","[""eggs"", ""milk"", ""onions"", ""butter"", ""salt"", ""pepper""]"
"202","Quick Banana and Almonds Oatmeal (32)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. almonds"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, almonds, and honey. Serve warm.""]","www.example-breakfast.com/recipe/202","Generated","[""rolled oats"", ""water"", ""banana"", ""almonds"", ""honey""]"
"203","Mango Blueberry Smoothie (51)","[""1/2 c. frozen mango"", ""1/2 c. frozen blueberry"", ""1 c. almond milk"", ""1 Tbsp. flax seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/203","Generated","[""mango"", ""blueberry"", ""almond milk"", ""flax seeds""]"
"204","Strawberry Spinach (For Green Smoothie) Smoothie (10)","[""1/2 c. frozen strawberry"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. almond milk"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/204","Generated","[""strawberry"", ""spinach (for green smoothie)"", ""almond milk"", ""protein powder""]"
"205","Strawberry Pineapple Smoothie","[""1/2 c. frozen strawberry"", ""1/2 c. frozen pineapple"", ""1 c. yogurt"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/205","Generated","[""strawberry"", ""pineapple"", ""yogurt"", ""protein powder""]"
"206","Quick Raspberries and Walnuts Oatmeal (34)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. raspberries"", ""1 Tbsp. walnuts"", ""1 Tbsp. maple syrup""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in raspberries, walnuts, and maple syrup. Serve warm.""]","www.example-breakfast.com/recipe/206","Generated","[""rolled oats"", ""water"", ""raspberries"", ""walnuts"", ""maple syrup""]"
"207","Salty Canadian Bacon (33)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/207","Generated","[""Canadian bacon""]"
"208","Blueberries Waffles (68)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/208","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
"209","Loaded Sourdough Toast with Peanut Butter (64)","[""2 slices sourdough"", ""2 Tbsp. peanut butter"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/209","Generated","[""sourdough"", ""peanut_butter"", ""honey_drizzle""]"
"210","Poached Eggs with Ham","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. ham"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/210","Generated","[""eggs"", ""white vinegar"", ""ham"", ""butter"", ""salt"", ""pepper""]"
"211","Boiled Eggs with Cheese","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. cheese"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Boiled style, adding cheese towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/211","Generated","[""eggs"", ""milk"", ""cheese"", ""butter"", ""salt"", ""pepper""]"
"212","Pineapple Blueberry Smoothie","[""1/2 c. frozen pineapple"", ""1/2 c. frozen blueberry"", ""1 c. yogurt"", ""1 Tbsp. chia seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/212","Generated","[""pineapple"", ""blueberry"", ""yogurt"", ""chia seeds""]"
"213","Loaded Sourdough Toast with Almond Butter (62)","[""2 slices sourdough"", ""2 Tbsp. almond butter"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/213","Generated","[""sourdough"", ""almond_butter"", ""honey_drizzle""]"
"214","Mango Pineapple Smoothie (72)","[""1/2 c. frozen mango"", ""1/2 c. frozen pineapple"", ""1 c. yogurt"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/214","Generated","[""mango"", ""pineapple"", ""yogurt"", ""protein powder""]"
"215","Spinach (For Green Smoothie) Strawberry Smoothie (57)","[""1/2 c. frozen spinach (for green smoothie)"", ""1/2 c. frozen strawberry"", ""1 c. yogurt""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/215","Generated","[""spinach (for green smoothie)"", ""strawberry"", ""yogurt""]"
"216","Pecans Pancakes (77)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/216","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"217","Strawberry Mango Smoothie (96)","[""1/2 c. frozen strawberry"", ""1/2 c. frozen mango"", ""1 c. coconut water""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/217","Generated","[""strawberry"", ""mango"", ""coconut water""]"
"218","Mango Spinach (For Green Smoothie) Smoothie (1)","[""1/2 c. frozen mango"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. oat milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/218","Generated","[""mango"", ""spinach (for green smoothie)"", ""oat milk""]"
"219","Boiled Egg Wrap with Mozzarella (70)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Boiled eggs"", ""2 Tbsp. diced onions""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/219","Generated","[""flour tortilla"", ""eggs"", ""mozzarella"", ""onions""]"
"220","Quick Strawberries and Chia Seeds Oatmeal (70)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. strawberries"", ""1 Tbsp. chia seeds"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in strawberries, chia seeds, and honey. Serve warm.""]","www.example-breakfast.com/recipe/220","Generated","[""rolled oats"", ""water"", ""strawberries"", ""chia seeds"", ""honey""]"
"221","Poached Egg Wrap with Feta (23)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded feta"", ""1/4 c. Poached eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/221","Generated","[""flour tortilla"", ""eggs"", ""feta""]"
"222","Fried Egg Wrap with Swiss (22)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced onions""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/222","Generated","[""flour tortilla"", ""eggs"", ""Swiss"", ""onions""]"
"223","Poached Eggs with Mushrooms (41)","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. mushrooms"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/223","Generated","[""eggs"", ""white vinegar"", ""mushrooms"", ""butter"", ""salt"", ""pepper""]"
"224","Boiled Eggs with Sausage (62)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. sausage"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Boiled style, adding sausage towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/224","Generated","[""eggs"", ""milk"", ""sausage"", ""butter"", ""salt"", ""pepper""]"
"225","Salty Sausage Patties (70)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/225","Generated","[""sausage patties""]"
"226","Quick Apple and Walnuts Oatmeal (23)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. walnuts"", ""1 Tbsp. maple syrup""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, walnuts, and maple syrup. Serve warm.""]","www.example-breakfast.com/recipe/226","Generated","[""rolled oats"", ""water"", ""apple"", ""walnuts"", ""maple syrup""]"
"227","Chocolate Chips Pancakes (62)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/227","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"228","Quick Strawberries and Walnuts Oatmeal (4)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. strawberries"", ""1 Tbsp. walnuts"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in strawberries, walnuts, and honey. Serve warm.""]","www.example-breakfast.com/recipe/228","Generated","[""rolled oats"", ""water"", ""strawberries"", ""walnuts"", ""honey""]"
"229","Loaded Rye Toast with Honey","[""2 slices rye"", ""2 Tbsp. honey"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread honey generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/229","Generated","[""rye"", ""honey"", ""honey_drizzle""]"
"230","Salty Turkey Sausage (14)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/230","Generated","[""turkey sausage""]"
"231","Fried Egg Wrap with Mozzarella (83)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced spinach""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/231","Generated","[""flour tortilla"", ""eggs"", ""mozzarella"", ""spinach""]"
"232","Fried Eggs with Onions (3)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. onions"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding onions towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/232","Generated","[""eggs"", ""milk"", ""onions"", ""butter"", ""salt"", ""pepper""]"
"233","Banana Slices Pancakes (63)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. banana slices""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in banana slices."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/233","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""banana slices""]"
"234","Quick Strawberries and Walnuts Oatmeal (85)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. strawberries"", ""1 Tbsp. walnuts"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in strawberries, walnuts, and honey. Serve warm.""]","www.example-breakfast.com/recipe/234","Generated","[""rolled oats"", ""water"", ""strawberries"", ""walnuts"", ""honey""]"
"235","Loaded Rye Toast with Almond Butter (78)","[""2 slices rye"", ""2 Tbsp. almond butter"", ""1/4 c. sliced banana""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with sliced banana.""]","www.example-breakfast.com/recipe/235","Generated","[""rye"", ""almond_butter"", ""sliced_banana""]"
"236","Loaded Rye Toast with Almond Butter (48)","[""2 slices rye"", ""2 Tbsp. almond butter"", ""1/4 c. cinnamon""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with cinnamon.""]","www.example-breakfast.com/recipe/236","Generated","[""rye"", ""almond_butter"", ""cinnamon""]"
"237","Loaded Rye Toast with Jam (90)","[""2 slices rye"", ""2 Tbsp. jam"", ""1/4 c. sliced banana""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with sliced banana.""]","www.example-breakfast.com/recipe/237","Generated","[""rye"", ""jam"", ""sliced_banana""]"
"238","Loaded White Bread Toast with Peanut Butter (51)","[""2 slices white bread"", ""2 Tbsp. peanut butter"", ""1/4 c. sliced banana""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with sliced banana.""]","www.example-breakfast.com/recipe/238","Generated","[""white_bread"", ""peanut_butter"", ""sliced_banana""]"
"239","Loaded Whole Wheat Toast with Peanut Butter (83)","[""2 slices whole wheat"", ""2 Tbsp. peanut butter"", ""1/4 c. cinnamon""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with cinnamon.""]","www.example-breakfast.com/recipe/239","Generated","[""whole_wheat"", ""peanut_butter"", ""cinnamon""]"
"240","Quick Blueberries and Chia Seeds Oatmeal","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. blueberries"", ""1 Tbsp. chia seeds"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in blueberries, chia seeds, and honey. Serve warm.""]","www.example-breakfast.com/recipe/240","Generated","[""rolled oats"", ""water"", ""blueberries"", ""chia seeds"", ""honey""]"
"241","Blueberry Spinach (For Green Smoothie) Smoothie (34)","[""1/2 c. frozen blueberry"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. oat milk"", ""1 Tbsp. flax seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/241","Generated","[""blueberry"", ""spinach (for green smoothie)"", ""oat milk"", ""flax seeds""]"
"242","Loaded Sourdough Toast with Honey (56)","[""2 slices sourdough"", ""2 Tbsp. honey"", ""1/4 c. sliced banana""]","[""Toast bread slices."", ""Spread honey generously on toast."", ""Top with sliced banana.""]","www.example-breakfast.com/recipe/242","Generated","[""sourdough"", ""honey"", ""sliced_banana""]"
